ID	Register_Address	Operation	Register_Length	Register_Name	Data_Format	Description
142	295	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER4	8 Bit Unsigned Integer	
143	296	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER5	8 Bit Unsigned Integer	
144	297	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER6	8 Bit Unsigned Integer	
145	298	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER7	8 Bit Unsigned Integer	
146	299	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER8	8 Bit Unsigned Integer	
147	300	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER9	8 Bit Unsigned Integer	
148	301	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER10	8 Bit Unsigned Integer	
149	302	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER11	8 Bit Unsigned Integer	
150	303	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER12	8 Bit Unsigned Integer	
151	304	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER13	8 Bit Unsigned Integer	
152	305	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER14	8 Bit Unsigned Integer	
153	306	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER15	8 Bit Unsigned Integer	
154	307	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER16	8 Bit Unsigned Integer	
155	308	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER17	8 Bit Unsigned Integer	
156	309	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER18	8 Bit Unsigned Integer	
157	310	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER19	8 Bit Unsigned Integer	
158	311	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER20	8 Bit Unsigned Integer	
159	312	03_06 Read Holding and Write Single	1	MODBUS_AI_JUPER21	8 Bit Unsigned Integer	
160	313	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN0	8 Bit Unsigned Integer	Analog input calibration sign 0
161	314	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN1	8 Bit Unsigned Integer	Analog input calibration sign 1
162	315	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN2	8 Bit Unsigned Integer	Analog input calibration sign 2
163	316	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN3	8 Bit Unsigned Integer	Analog input calibration sign 3
164	317	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN4	8 Bit Unsigned Integer	Analog input calibration sign 4
165	318	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN5	8 Bit Unsigned Integer	Analog input calibration sign 5
166	319	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN6	8 Bit Unsigned Integer	Analog input calibration sign 6
167	320	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN7	8 Bit Unsigned Integer	Analog input calibration sign 7
168	321	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN8	8 Bit Unsigned Integer	Analog input calibration sign 8
169	322	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN9	8 Bit Unsigned Integer	Analog input calibration sign 9
170	323	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN10	8 Bit Unsigned Integer	Analog input calibration sign 10
171	324	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN11	8 Bit Unsigned Integer	Analog input calibration sign 11
172	325	03_06 Read Holding and Write Single	1	MODBUS_CAL_SIGN12	8 Bit Unsigned Integer	Analog input calibration sign 12
